29/02/20,Natus Vincere,Nuke,5 - 16,L
29/02/20,Natus Vincere,Dust2,5 - 16,L
27/02/20,fnatic,Vertigo,16 - 8,W
27/02/20,fnatic,Overpass,16 - 9,W
25/02/20,Vitality,Vertigo,22 - 19,W
25/02/20,Vitality,Overpass,16 - 9,W
24/02/20,Cloud9,Train,16 - 12,W
24/02/20,Cloud9,Overpass,16 - 7,W
08/02/20,Natus Vincere,Inferno,14 - 16,L
08/02/20,Natus Vincere,Nuke,9 - 16,L
08/02/20,Natus Vincere,Train,16 - 6,W
07/02/20,Complexity,Vertigo,12 - 16,L
07/02/20,Complexity,Dust2,11 - 16,L
14/12/19,Liquid,Nuke,16 - 12,W
14/12/19,Liquid,Inferno,16 - 11,W
13/12/19,NiP,Nuke,16 - 8,W
13/12/19,NiP,Train,16 - 11,W
12/12/19,Liquid,Inferno,16 - 13,W
12/12/19,Liquid,Nuke,16 - 12,W
07/12/19,mousesports,Dust2,14 - 16,L
07/12/19,mousesports,Overpass,16 - 9,W
07/12/19,mousesports,Train,19 - 22,L
05/12/19,Liquid,Dust2,16 - 13,W
05/12/19,Liquid,Nuke,16 - 7,W
05/12/19,Liquid,Inferno,14 - 16,L
04/12/19,G2,Train,16 - 14,W
04/12/19,G2,Inferno,19 - 15,W
04/12/19,G2,Dust2,13 - 16,L
03/12/19,Renegades,Inferno,16 - 8,W
01/12/19,Liquid,Dust2,16 - 8,W
01/12/19,Liquid,Nuke,16 - 11,W
01/12/19,Liquid,Vertigo,15 - 19,L
30/11/19,Evil Geniuses,Overpass,16 - 6,W
30/11/19,Evil Geniuses,Nuke,13 - 16,L
30/11/19,Evil Geniuses,Inferno,16 - 8,W
29/11/19,fnatic,Inferno,16 - 14,W
29/11/19,fnatic,Nuke,16 - 6,W
28/11/19,Sharks,Nuke,19 - 15,W
10/11/19,100 Thieves,Train,16 - 3,W
10/11/19,100 Thieves,Nuke,16 - 5,W
10/11/19,100 Thieves,Vertigo,16 - 14,W
09/11/19,FaZe,Nuke,16 - 2,W
09/11/19,FaZe,Dust2,16 - 0,W
07/11/19,100 Thieves,Nuke,16 - 9,W
07/11/19,100 Thieves,Inferno,16 - 10,W
07/11/19,ViCi,Nuke,16 - 4,W
07/11/19,ViCi,Inferno,16 - 5,W
02/11/19,Cloud9,Nuke,16 - 3,W
02/11/19,Natus Vincere,Nuke,15 - 15,T
02/11/19,Liquid,Nuke,16 - 10,W
01/11/19,NiP,Overpass,7 - 16,L
01/11/19,FaZe,Inferno,2 - 16,L
24/10/19,BIG,Train,16 - 14,W
24/10/19,BIG,Dust2,11 - 16,L
24/10/19,BIG,Nuke,16 - 3,W
22/10/19,FaZe,Dust2,16 - 8,W
22/10/19,FaZe,Nuke,16 - 9,W
21/10/19,m1x,Inferno,16 - 8,W
21/10/19,m1x,Dust2,19 - 17,W
16/10/19,fnatic,Train,16 - 14,W
16/10/19,fnatic,Inferno,16 - 14,W
15/10/19,North,Train,19 - 17,W
15/10/19,North,Inferno,16 - 8,W
14/10/19,Aristocracy,Nuke,16 - 12,W
14/10/19,Aristocracy,Vertigo,16 - 9,W
05/10/19,fnatic,Nuke,23 - 25,L
05/10/19,fnatic,Overpass,9 - 16,L
03/10/19,Vitality,Dust2,16 - 14,W
03/10/19,Vitality,Vertigo,16 - 5,W
01/10/19,G2,Dust2,16 - 7,W
01/10/19,G2,Nuke,19 - 16,W
01/10/19,Envy,Train,16 - 7,W
29/09/19,Evil Geniuses,Nuke,8 - 16,L
29/09/19,Evil Geniuses,Train,22 - 20,W
29/09/19,Evil Geniuses,Dust2,12 - 16,L
29/09/19,Evil Geniuses,Inferno,3 - 16,L
28/09/19,Liquid,Overpass,16 - 13,W
28/09/19,Liquid,Dust2,9 - 16,L
28/09/19,Liquid,Vertigo,16 - 9,W
27/09/19,OpTic,Dust2,16 - 7,W
27/09/19,OpTic,Nuke,16 - 6,W
27/09/19,Evil Geniuses,Inferno,12 - 16,L
27/09/19,Evil Geniuses,Dust2,14 - 16,L
26/09/19,OpTic,Dust2,16 - 1,W
26/09/19,OpTic,Vertigo,16 - 14,W
08/09/19,AVANGAR,Dust2,16 - 5,W
08/09/19,AVANGAR,Inferno,16 - 6,W
